code_sages;libelle;lieu_id
7804121;CENTRE DES IMPOTS FONCIER VERSAILLES II;7
7800E15;POLE DE CONTROLE ET EXPERTISE ST QUENTIN EN YVELINES;9
7800T;CADRES DE DIRECTION;
7800A00;SERVICES DE LA DIRECTION VERSAILLES;1
7804G04;4EME BRIGADE DEPART. VERIF. SAINT-GERMAIN-EN-LAYE;2
7804G06;6EME BRIGADE DEPART. VERIF. LES MUREAUX;13
7804P03;SERVICE DE PUBLICITE FONCIERE VERSAILLES 3;7
7804P05;SERVICE DE PUBLICITE FONCIERE RAMBOUILLET;8
7800T50;IDEP EXPERT;
780B100;SCES DIR GESTION FISCALE;1
780D143;DIVISION 4 ASSISTANCE DE PREVENTION;1
780C140;DIVISION 1 COLLECTIVITES LOCALES;1
7800590;RESIDENCE SIP;2
7804G01;1ERE BRIGADE DEPART. VERIF. ST-QUENTIN;9
7804P02;SERVICE DE PUBLICITE FONCIERE VERSAILLES 2;7
7807P36;CENTRE DES FINANCES PUBLIQUES ST-GERMAIN-EN-LAYE BRD LA PAIX;2
7800G;GROUPE RATTACHE SCES DIRECTION;
78003;CIRCONSCRIPTION DES IMPOTS POISSY;
7800651;SERVICE IMPOTS PARTICULIERS PLAISIR;5
7807P40;CENTRE DES FINANCES PUBLIQUES LES MUREAUX;13
780D141;DIVISION 2 BUDGET IMMOBILIER LOGISTIQUE;1
780F111;MISSION 2 MISSION RISQUES AUDIT;1
7809B01;MIS A DISPOSITION DGCP;1
7800T30;INSP. PRINCIPALE DE DIRECTION;1
78041;CIRCONSCRIPTION FONCIERE VERSAILLES;
7800451;SERVICE IMPOTS PARTICULIERS RAMBOUILLET;8
7800690;RESIDENCE SIP;7
7800G10;SCE DIRECTION CHARGE FDL-AGRI VERSAILLES;1
7804P01;SERVICE DE PUBLICITE FONCIERE VERSAILLES 1;7
7804221;CENTRE DES IMPOTS FONCIER MANTES-LA-JOLIE;4
780B142;DIVISION 3 CONTROLE FISCAL RECHERCHE;1
7809E41;TRESORERIE MANTES POISSY ST-GERMAIN ETS H;4
7800290;RESIDENCE SIP;4
7800C15;POLE DE REGUL. DECONCENTRE DDFIP YVELINES;2
7804P;SERVICE DE PUBLICITE FONCIERE;
78043;CIRCONSCRIPTION FONCIERE RAMBOUILLET;
7804R;POLE CONTROLE REV.-PATRIMOINE;
78006;CIRCONSCRIPTION DES IMPOTS VERSAILLES;
7807B;EMPLOIS MOBILES;
7807L;RELATIONS PUBLIQUES;
7800605;SERVICE IMPOTS DES ENTREPRISES SAINT-QUENTIN-EN-YVELINES;9
7804G03;3EME BRIGADE DEPART. VERIF. VERSAILLES;7
7807P63;IMMEUBLE PLAISIR 17 RUE FRERES LUMIERE;5
7800635;POLE RECOUVREMENT SPECIALISE YVELINES;7
7804G07;7EME BRIGADE DEPART. VERIF. SAINT-GERMAIN-EN-LAYE;2
7807P37;CENTRE DES FINANCES PUBLIQUES RAMBOUILLET 2 RUE PASTEUR;8
7807P41;CENTRE DES FINANCES PUBLIQUES SAINT-QUENTIN AV DU CENTRE;9
78061;SERVICES LOCAUX DU CADASTRE;
7800A53;DIVISION 3;1
7804G10;10EME BRIGADE DEPART. VERIF. ST-QUENTIN;9
7809E18;SERVICE DE GESTION COMPTABLE VERSAILLES;7
7800E;STRUCTURES ORGANISATIONNELLES;
7800A55;DIVISION 5;1
7800201;SERVICE IMPOTS DES ENTREPRISES MANTES-LA-JOLIE;4
7800502;SERVICE IMPOTS DES ENTREPRISES SAINT-GERMAIN-EN-LAYE;2
7807A30;ECHELON DEPT RENFORT ET ASSIST;1
7807P34;CENTRE DES FINANCES PUBLIQUES VERSAILLES ECOLE DES POSTES;7
7800A56;DIVISION 6;3
7800A57;DIVISION 7;3
7800355;SERVICE IMPOTS PARTICULIERS LES MUREAUX;13
7800655;SERVICE IMPOTS PARTICULIERS SAINT-QUENTIN-EN-YVELINES;9
7807P42;CENTRE DES FINANCES PUBLIQUES HOUILLES 4 RUE DOCT ZAMENHOF;12
780B140;DIVISION 1 FISCALITE DES PARTICULIERS;1
780F112;MISSION 3 POLITIQUE IMMOBILIERE ETAT;1
7809E34;SERVICE DE GESTION COMPTABLE MANTES-LA-JOLIE;4
7809E38;SERVICE DE GESTION COMPTABLE HOUILLES;12
780C145;DIVISION 6 CENTRE DES SERVICES BANCAIRES;1
7809E;FILIERE GESTION PUBLIQUE;
7809E37;SERVICE DE GESTION COMPTABLE LES MUREAUX;13
78004;CIRCONSCRIPTION DES IMPOTS RAMBOUILLET;
7804P04;SERVICE DE PUBLICITE FONCIERE MANTES-LA-JOLIE;4
7804101;SERV DEPT IMPOTS FONCIERS DES YVELINES;8
7800E10;POLE DE CONTROLE ET EXPERTISE MANTES;4
7807E40;BRIGADE CONTROLE ET RECHERCHES;7
780F1;MISSIONS;1
7800691;RESIDENCE SIP;9
7800390;RESIDENCE SIP;11
780D1;POLE DU PILOTAGE ET RESSOURCES;1
7804R04;PCRP VERSAILLES;7
7800T40;IDEP DE DIRECTION;1
7800305;SERVICE IMPOTS DES ENTREPRISES HOUILLES;12
7800E11;POLE DE CONTROLE ET EXPERTISE POISSY;11
780C142;DIVISION 3 COMPTA ET AUTRES OPE ETAT;1
780D140;DIVISION 1 RESS HUM FOR PRO STRAT COM;1
7809E25;TRESORERIE YVELINES AMENDES;9
7804R01;PCRP SAINT-GERMAIN-EN-LAYE 1;2
7800C10;SERVICES LOCAUX VERSAILLES;
780B143;DIVISION 4 AFFAIRES JURIDIQUES;1
7800E14;POLE DE CONTROLE ET EXPERTISE VERSAILLES;7
7807A;EMPLOIS DE RENFORT;
7807P38;CENTRE DES FINANCES PUBLIQUES MANTES-LA-JOLIE BRD CLEMENCEAU;4
