code_sages;libelle;lieu_id
9210A56;DIVISION 6;3
9210990;RESIDENCE SIP;6
9214G08;12EME BRIGADE DEPART. VERIF. NANTERRE;8
9214101;SERVICE DEP. IMPOTS FONCIERS HAUTS-DE-SEINE - NANTERRE;8
9220203;SERVICE IMPOTS DES ENTREPRISES ISSY-LES-MOULINEAUX;11
9220790;RESIDENCE SIP;23
9214R04;PCRP NEUILLY-CENTRE;21
921D1;POLE DU PILOTAGE ET RESSOURCES;3
921B141;DIVISION 2 RECOUVREMENT FORCE;3
922C100;SCES DIR GESTION PUBLIQUE;7
9229E07;TRESORERIE HOSPITALIERE DES HAUTS-DE-SEINE;6
921B145;DIVISION 6 AFFAIRES JURIDIQUES PRO;3
922B143;DIVISION 4 CONTROLE FISCAL PRO;7
92108;CIRCONSCRIPTION DES IMPOTS NEUILLY;
9214P;SERVICE DE PUBLICITE FONCIERE;
9210401;SERVICE IMPOTS DES ENTREPRISES COURBEVOIE;17
9214P03;SERV PUBLIC FONC ENREGIST NANTERRE;8
9220A51;DIVISION 1;7
9210A;SERVICES DE DIRECTION;
92207;CIRCONSCRIPTION DES IMPOTS VANVES;
9227P;GROUPE DES IMMEUBLES;
9217E40;BRIGADE CONTROLE ET RECHERCHES;8
921B143;DIVISION 4 CONTROLE FISCAL PRO;3
922B140;DIVISION 1 FISCA DES PART ET MISS FONC;7
9227E;SERVICES SPECIAUX INTERVENTION;
9220A54;DIVISION 4;7
9220T30;INSP. PRINCIPALE DE DIRECTION;7
9227P33;CENTRE DES FINANCES PUBLIQUES MONTROUGE 18 RUE V. HUGO;1
922D1;POLE DU PILOTAGE ET RESSOURCES;7
922F110;MISSION 1;7
9210G;GROUPE RATTACHE SCES DIRECTION;
92103;CIRCONSCRIPTION DES IMPOTS COLOMBES;
92105;CIRCONSCRIPTION DES IMPOTS GENNEVILLIERS;
9210A51;DIVISION 1;3
9210A52;DIVISION 2;3
9214G12;14EME BRIGADE DEPART. VERIF. NANTERRE;5
9220490;RESIDENCE SIP;24
9224R02;PCRP SEVRES;16
9217P32;CENTRE DES FINANCES PUBLIQUES COURBEVOIE 7 RUE A. BEAU;17
921C140;DIVISION 1 COMPTABILITE ET PRODUITS DIV;3
921C180;CONSEILLER ENTR. EN DIFFICULTE;3
9214G;BRIGADE DEPART. VERIFICATIONS;
9220150;SERVICE IMPOTS PARTICULIERS BOULOGNE-BILLANCOURT;13
9227P35;CENTRE DES FINANCES PUBLIQUES ISSY-LES-MOULINEAUX ALEMBERT;11
9220690;RESIDENCE SIP;16
921F1;MISSIONS;3
9210390;RESIDENCE SIP;14
9220T;CADRES DE DIRECTION;
9220G10;SCE DIRECTION CHARGE FDL-AGRI VANVES;7
9220390;RESIDENCE SIP;1
9229E;FILIERE GESTION PUBLIQUE;
921B1;POLE DE LA GESTION FISCALE;3
921D100;SCES DIR PILOTAGE-RESSOURCES;3
921F110;MISSION 1 MISSION RISQUES AUDIT;3
9220E14;POLE DE CONTROLE ET EXPERTISE BOULOGNE-BILLANCOURT;13
921B142;DIVISION 3 CONTROLE FISCAL PART;3
9219E;FILIERE GESTION PUBLIQUE;
9220590;RESIDENCE SIP;2
9220651;SERVICE IMPOTS PARTICULIERS SEVRES;16
9227A30;ECHELON DEPT RENFORT ET ASSIST;7
9227P32;CENTRE DES FINANCES PUBLIQUES SCEAUX 130 RUE HOUDAN;2
9229B;EMPLOIS MIS DISPOSITION DGCP;
921F112;MISSION 3 MISSION RISQUES AUDIT;3
92241;CIRCONSCRIPTION FONCIERE SEVRES;
9210951;SERVICE IMPOTS PARTICULIERS SURESNES;6
9220A53;DIVISION 3;7
9220290;RESIDENCE SIP;11
9224101;SERVICE DEP. IMPOTS FONCIERS HAUTS-DE-SEINE - ISSY;11
9210E15;POLE DE CONTROLE ET EXPERTISE CLICHY;25
921B146;DIVISION 7 FISCALITE DES PROFESSIONNELS;3
9220135;POLE RECOUVREMENT SPECIALISE HAUTS-DE-SEINE;8
9220E11;SERVICE DE LA PROGRAMMATION HAUTS-DE-SEINE;7
9219B01;MIS A DISPOSITION DGCP;
921B144;DIVISION 5 AFFAIRES JURIDIQUES;3
921D140;DIVISION 1 RESSOURCES HUM. ET FOR. PRO.;3
92205;CIRCONSCRIPTION DES IMPOTS SCEAUX;
9210490;RESIDENCE SIP;17
9210551;SERVICE IMPOTS PARTICULIERS GENNEVILLIERS;26
9214G10;10EME BRIGADE DEPART. VERIF. NANTERRE;8
9217L01;RELATIONS PUBLIQUES NANTERRE 235 AV G.CLEMENCEAU;15
9217P31;CENTRE DES FINANCES PUBLIQUES NANTERRE 235 AVE G. CLEMENCEAU;15
921C144;CONSEILLERS DECIDEURS LOCAUX;3
9219E19;TRESORERIE HAUTS-DE-SEINE AMENDES;3
9217A;EMPLOIS DE RENFORT;
9211050;SERVICE IMPOTS PARTICULIERS NANTERRE-RUEIL;8
9220C10;SERVICES LOCAUX VANVES;7
9224G01;1ERE BRIGADE DEPART. VERIF. VANVES;7
9210C11;SAFP-PME;3
922D141;DIVISION 2 BUDGET IMMOBILIER LOGISTIQUE;7
92102;CIRCONSCRIPTION DES IMPOTS CLICHY;
9210851;SERVICE IMPOTS PARTICULIERS NEUILLY;21
9220A52;DIVISION 2;7
9227P31;CENTRE DES FINANCES PUBLIQUES BOULOGNE-BILLANCOURT J.JAURES;13
921B100;SCES DIR GESTION FISCALE;3
9210201;SERVICE IMPOTS DES ENTREPRISES CLICHY;20
9210801;SERVICE IMPOTS DES ENTREPRISES NEUILLY;21
9210T;CADRES DE DIRECTION;
92106;CIRCONSCRIPTION DES IMPOTS LEVALLOIS-PERRET;
9210T40;IDEP DE DIRECTION;3
9210352;SERVICE IMPOTS PARTICULIERS COLOMBES;14
9220A56;DIVISION 6;7
922B1;POLE DE LA GESTION FISCALE;7
921F113;MISSION 4 POLITIQUE IMMOBILIERE ETAT;3
9229E05;SERVICE DE GESTION COMPTABLE BOULOGNE-BILLANCOURT;27
9224R01;PCRP BOULOGNE-BILLANCOURT;13
9210E11;POLE DE CONTROLE ET EXPERTISE NANTERRE;8
9219B;EMPLOIS MIS DISPOSITION DGCP;
921F111;MISSION 2 CABINET DU DIRECTEUR;3
921F114;MISSION 5 SERV APPUI RECOUVREMENT FORCE;3
922B144;DIVISION 5 AFFAIRES JURIDIQUES PART;7
9217E;SERVICES SPECIAUX INTERVENTION;
9220A;SERVICES DE DIRECTION;
9210G10;SCE DIRECTION CHARGE FDL-AGRI COLOMBES;3
9217A30;ECHELON DEPT RENFORT ET ASSIST;3
9220100;SERVICE IMPOTS DES ENTREPRISES BOULOGNE-BILLANCOURT;13
9227P34;CENTRE DES FINANCES PUBLIQUES VANVES 46 48 RUE R. MARCHERON;28
9219E21;PAIERIE DEPARTEMENTALE HAUTS-DE-SEINE;29
9224R03;PCRP MONTROUGE;1
9227P37;CENTRE DES FINANCES PUBLIQUES SEVRES 8 AVENUE DE L'EUROPE;16
921D142;DIVISION 3 STRATEGIE ET COMMUNICATION;3
9214P01;SERVICE DE PUBLICITE FONCIERE NANTERRE 1;5
