code_sages;libelle;lieu_id
9100T40;IDEP DE DIRECTION;
9100351;SERVICE IMPOTS PARTICULIERS ETAMPES;6
910B140;DIVISION 1 PILOTAGE DE LA FISCALITE;7
910C140;DIVISION 1 COLL LOCALES-EXPERTISE ECO;1
910C142;DIVISION 3 MISSIONS DOMANIALES-PIE;1
9109E14;TRESORERIE ESSONNE AMENDES ET TAXES URB.;12
9100A;SERVICES DE DIRECTION;
9100T;CADRES DE DIRECTION;
9107P31;CENTRE DES FINANCES PUBLIQUES CORBEIL 75-79 RUE FERAY;8
9100502;SERVICE IMPOTS DES ENTREPRISES MASSY;13
9100E;STRUCTURES ORGANISATIONNELLES;
910D141;DIVISION 2 BUDGET IMMOBILIER LOGISTIQUE;1
910D142;DIVISION 3 STRATEGIE- CONT GESTION-COM;1
9100401;SERVICE IMPOTS DES ENTREPRISES JUVISY;9
9107L;RELATIONS PUBLIQUES;
9100251;SERVICE IMPOTS PARTICULIERS CORBEIL;2
9107A30;ECHELON DEPT RENFORT ET ASSIST;7
9100590;RESIDENCE SIP;10
91002;CIRCONSCRIPTION DES IMPOTS CORBEIL;
91003;CIRCONSCRIPTION DES IMPOTS ETAMPES;
9104G03;3EME BRIGADE DEPART. VERIF. MASSY;10
9104P05;SERVICE DE PUBLICITE FONCIERE MASSY;14
9104121;CENTRE DES IMPOTS FONCIER CORBEIL II;15
9107E40;BRIGADE CONTROLE ET RECHERCHES;16
910F110;MISSION 1 MISSION AUDIT;1
9109E13;SERVICE DE GESTION COMPTABLE GRIGNY;17
9109E27;SERVICE DE GESTION COMPTABLE LONGJUMEAU;18
9104P;SERVICE DE PUBLICITE FONCIERE;
9104R;POLE CONTROLE REV.-PATRIMOINE;
9109E01;SERVICE DE GESTION COMPTABLE YERRES;19
9100E14;POLE DPTAL DE PROGRAMMATION DE L'ESSONNE;10
9100E11;POLE DE CONTROLE ET EXPERTISE JUVISY;9
9107A;EMPLOIS DE RENFORT;
9100A00;SERVICES DE LA DIRECTION EVRY;7
9100850;SERVICE IMPOTS PARTICULIERS EVRY;20
9107P42;CENTRE DES FINANCES PUBLIQUES COURCOURONNES CHAMPS-ELYSEES;21
910F112;MISSION 3;1
9109E03;SERVICE DE GESTION COMPTABLE EVRY;20
9109E16;SERVICE DE GESTION COMPTABLE ETAMPES;6
91007;CIRCONSCRIPTION DES IMPOTS YERRES;
9100C10;SERVICES LOCAUX EVRY;
9107P36;CENTRE DES FINANCES PUBLIQUES YERRES 2 RUE DU STADE;19
910D143;DIVISION 4;1
91004;CIRCONSCRIPTION DES IMPOTS JUVISY;
9104G02;2EME BRIGADE DEPART. VERIF. CORBEIL;2
9100T30;INSP. PRINCIPALE DE DIRECTION;
9100690;RESIDENCE SIP;5
910F1;MISSIONS;1
9109E05;SERVICE DE GESTION COMPTABLE DOURDAN;22
91042;CIRCONSCRIPTION FONCIERE ETAMPES;
9100151;SERVICE IMPOTS PARTICULIERS ARPAJON;23
9100451;SERVICE IMPOTS PARTICULIERS JUVISY;9
9100751;SERVICE IMPOTS PARTICULIERS YERRES;19
9100790;RESIDENCE SIP;19
9104P01;SERVICE DE PUBLICITE FONCIERE DE L'ESSONNE;8
9104P03;SERVICE DE PUBLICITE FONCIERE CORBEIL 3;8
9104190;RESIDENCE CDIF;15
910C110;CONSEILLERS DECIDEURS LOCAUX;1
9100E13;POLE DE CONTROLE ET EXPERTISE MASSY;10
9100A52;DIVISION 2;
910F113;MISSION 4;1
9100890;RESIDENCE SIP;
9109E20;SERVICE DE GESTION COMPTABLE D'ARPAJON;23
9104G;BRIGADE DEPART. VERIFICATIONS;
9104101;CENTRE DES IMPOTS FONCIER CORBEIL;15
9104221;CENTRE DES IMPOTS FONCIER ETAMPES;4
910B141;DIVISION 2 PILOTAGE DU RECOUVREMENT;7
910F111;MISSION 2 MISSION MAITRISE DES RISQUES;1
9100301;SERVICE IMPOTS DES ENTREPRISES ETAMPES;6
9107P40;CENTRE DES FINANCES PUBLIQUES PALAISEAU 3 RUE EMILE ZOLA;5
910C161;CENTRE DE GESTION FINANCIERE JUSTICE EVRY;24
9100G;GROUPE RATTACHE SCES DIRECTION;
910B100;SCES DIR GESTION FISCALE;7
9109E18;PAIERIE DEPARTEMENTALE ESSONNE;25
9107P;GROUPE DES IMMEUBLES;
9107P39;CENTRE DES FINANCES PUBLIQUES ARPAJON 29 AVE GAL DE GAULLE;23
91001;CIRCONSCRIPTION DES IMPOTS ARPAJON;
9100G10;SCE DIRECTION CHARGE FDL-AGRI EVRY;
9104321;CENTRE DES IMPOTS FONCIER PALAISEAU;26
9109B;EMPLOIS MIS DISPOSITION DGCP;
910C141;DIVISION 2 OPERATIONS ET COMPTES ETAT;1
9109F;SECTEUR PUBLIC LOCAL;
9109F01;SERVICE DE GESTION COMPTABLE DE LA FERTE-ALAIS;27
9100E10;POLE DE CONTROLE ET EXPERTISE CORBEIL;2
9100A54;DIVISION 4;
9100290;RESIDENCE SIP;2
910B142;DIVISION 3 AFFAIRES JURIDIQUES;7
9109E32;SERVICE DE GESTION COMPTABLE DE SAINTE-GENEVIEVE-DES-BOIS;28
9100A51;DIVISION 1;
9107P34;CENTRE DES FINANCES PUBLIQUES MASSY 9-11 RUE APPERT;29
910C180;CONSEILLER ENTR. EN DIFFICULTE;1
