code_sages;libelle;lieu_id
9304G04;4EME BRIGADE DEPART. VERIF. LIVRY-GARGAN;7
9304G11;10EME BRIGADE DEPART. VERIF. VILLEPINTE;17
9307P36;CENTRE DES FINANCES PUBLIQUES SAINT-DENIS 35 RUE POULLAIN;14
930F1;MISSIONS;9
930B110;RELATIONS PUBLIQUES CELLULE ACCUEIL A DISTANCE;5
930D148;DIVISION 9 IMMOBILIER;1
9300E;STRUCTURES ORGANISATIONNELLES;
930C141;DIVISION 2 DIV COMPTA. SERVICES FINAN.;1
9309E19;TRESORERIE VILLE-EVRARD CHS;18
9307B;EMPLOIS MOBILES;
9307L;RELATIONS PUBLIQUES;
9304121;CENTRE DES IMPOTS FONCIER BOBIGNY II;10
9300300;SERVICE IMPOTS DES ENTREPRISES BOBIGNY;1
9300851;SERVICE IMPOTS PARTICULIERS PANTIN;15
9307P31;CENTRE DES FINANCES PUBLIQUES AULNAY-SOUS-BOIS CROIX BLANCHE;19
9300E17;CELLULE DATAMINING 93 (EX PCE NLS);20
930C142;DIVISION 3 DIV RNF AFF ECO;1
9300490;RESIDENCE SIP;7
9309E06;SERVICE DE GESTION COMPTABLE DRANCY;21
9309E09;TRESORERIE MONTFERMEIL HOSPITALIER;22
9304G01;1ERE BRIGADE DEPART. VERIF. AUBERVILLIERS;5
9304G08;8EME BRIGADE DEPART. VERIF. AUBERVILLIERS;5
9300E12;POLE DE CONTROLE ET EXPERTISE SEINE-SAINT-DENIS CENTRE;23
9300E13;POLE DE CONTROLE ET EXPERTISE SEINE-SAINT-DENIS OUEST;4
9300E14;POLE DE CONTROLE ET EXPERTISE BOBIGNY;1
930C140;DIVISION 1 DIV COLLECTIVITES LOCALES;1
9300A;SERVICES DE DIRECTION;
93010;CIRCONSCRIPTION DES IMPOTS SAINT-DENIS;
9300A00;SERVICES DE LA DIRECTION BOBIGNY;2
9300151;SERVICE IMPOTS PARTICULIERS AUBERVILLIERS;5
9300401;SERVICE IMPOTS DES ENTREPRISES LIVRY-GARGAN;7
9307P63;IMMEUBLE PANTIN 32 RUE DELIZY;24
9300201;SERVICE IMPOTS DES ENTREPRISES VILLEPINTE;17
9300290;RESIDENCE SIP;25
9300801;SERVICE IMPOTS DES ENTREPRISES PANTIN;15
9307P32;CENTRE DES FINANCES PUBLIQUES MONTREUIL 338 RUE PARMENTIER;23
930B1;POLE PILOTAGE ET ANIMATION DU RESEAU;2
930B141;DIVISION 2 DIV RECOUVREMENT FORCE;1
9309E18;SERVICE DE GESTION COMPTABLE NOISY-LE-GRAND;26
9309E27;SERVICE DE GESTION COMPTABLE AUBERVILLIERS;5
93000;;
9307E;SERVICES SPECIAUX INTERVENTION;
9300350;SERVICE IMPOTS PARTICULIERS BOBIGNY;1
9300752;SERVICE IMPOTS PARTICULIERS BONDY;27
9301151;SERVICE IMPOTS PARTICULIERS SAINT-OUEN-SUR-SEINE;4
9304G07;7EME BRIGADE DEPART. VERIF. PANTIN;15
9307P35;CENTRE DES FINANCES PUBLIQUES BOBIGNY 7 RUE ERIK SATIE;2
9307P37;CENTRE DES FINANCES PUBLIQUES LE RAINCY ALL DE L'EGLISE;13
930D142;DIVISION 3 PPR LOGISTIQUE;1
930D143;DIVISION 4 MIS INFO STRAT COMMUNICATION;1
9304R01;PCRP SEINE-SAINT-DENIS;1
9304P02;SERVICE DE PUBLICITE FONCIERE BOBIGNY 2;10
9307P40;CENTRE DES FINANCES PUBLIQUES SAINT-OUEN 5 RUE EMILE CORDON;4
930D147;DIVISION 8 DIV ATTRACT RECRUT COMPETENCES;1
93001;CIRCONSCRIPTION DES IMPOTS AUBERVILLIERS;
9300A55;DIVISION 5;2
9307E40;BRIGADE CONTROLE ET RECHERCHES;1
9307L09;RELATIONS PUBLIQUES BOBIGNY 7-11 RUE ERIK SATIE;2
930D110;SERVICE RATTACHE 1 POLE NAL SOUTIEN RESEAU;28
930D140;DIVISION 1 RESS HUM DIAL SOC;1
930D144;DIVISION 5 DIV PAYE RNF AFF ECO;1
9309E;FILIERE GESTION PUBLIQUE;
9309E14;SERVICE DE GESTION COMPTABLE LE RAINCY;13
9304A;SERVICES NON RATTACHES CI IMP.;
9304P04;SERVICE DE PUBLICITE FONCIERE BOBIGNY 4;10
9307P34;CENTRE DES FINANCES PUBLIQUES BONDY 5-7 RUE ARTHUR RIMBAUD;20
930F114;MISSION 5;9
9309E31;SERVICE DE GESTION COMPTABLE SAINT-DENIS;14
930C1;POLE DE LA GESTION PUBLIQUE;1
9309E03;SERVICE DE GESTION COMPTABLE LE BLANC-MESNIL;29
9309E16;SERVICE DE GESTION COMPTABLE SEVRAN;30
9300A52;DIVISION 2;2
9300601;SERVICE IMPOTS DES ENTREPRISES NEUILLY-SUR-MARNE;11
9304101;SERV DEPT DES IMPOTS FONCIERS DE SEINE-SAINT-DENIS;10
9300T;CADRES DE DIRECTION;
9300501;SERVICE IMPOTS DES ENTREPRISES MONTREUIL;23
9304P03;SERVICE DE PUBLICITE FONCIERE BOBIGNY 3;10
9300651;SERVICE IMPOTS PARTICULIERS NEUILLY-SUR-MARNE;11
9304G03;3EME BRIGADE DEPART. VERIF. BOBIGNY;2
9304P01;SERVICE DE PUBLICITE FONCIERE DE LA SEINE SAINT DENIS;1
930B146;DIVISION 7 RELATIONS AUX ENTREPRISES;1
930B100;SCES DIR POLE PILOTAGE ET ANIMATION DU RESEAU;1
930C110;SERVICE RATTACHE 1;31
9301090;RESIDENCE SIP;14
93011;CIRCONSCRIPTION DES IMPOTS SAINT-OUEN;
9304G05;5EME BRIGADE DEPART. VERIF. MONTREUIL;23
9304R;POLE CONTROLE REV.-PATRIMOINE;1
930B140;DIVISION 1 DIV MISS FISCALES ET FONCIERES;1
9309E13;SERVICE DE GESTION COMPTABLE PANTIN;15
93003;CIRCONSCRIPTION DES IMPOTS BOBIGNY;
9300451;SERVICE IMPOTS PARTICULIERS LIVRY-GARGAN;7
9300291;RESIDENCE SIP;19
9309B;EMPLOIS MIS DISPOSITION DGCP;
93041;CIRCONSCRIPTION FONCIERE BOBIGNY;
9309E23;SERVICE DE GESTION COMPTABLE BONDY;27
930C100;SCES DIR GESTION PUBLIQUE;1
930D141;DIVISION 2 DIV BUDGET;1
9309E22;TRESORERIE SEINE-SAINT-DENIS AMENDES;32
9309E32;TRESORERIE SAINT-DENIS CENTRE HOSPITALIER;33
9300E10;POLE DE CONTROLE ET EXPERTISE AUBERVILLIERS;5
9309B01;MIS A DISPOSITION DGCP;
93004;CIRCONSCRIPTION DES IMPOTS LIVRY-GARGAN;
9300T30;INSP. PRINCIPALE DE DIRECTION;2
93007;CIRCONSCRIPTION DES IMPOTS NOISY-LE-SEC;
9307A30;ECHELON DEPT RENFORT ET ASSIST;2
9300E11;POLE DE CONTROLE ET EXPERTISE VILLEPINTE;17
930C180;CONSEILLER ENTR. EN DIFFICULTE;1
9304P61;SERVICE DEPTAL ENREGISTREMENT BOBIGNY;1
9300E15;POLE DE CONTROLE ET EXPERTISE SEINE-SAINT-DENIS EST;7
93008;CIRCONSCRIPTION DES IMPOTS PANTIN;
9300A56;DIVISION 6;2
9300281;SERVICE IMPOTS PARTICULIERS VILLEPINTE;17
9300551;SERVICE IMPOTS PARTICULIERS MONTREUIL;23
930B142;DIVISION 3 DIVISION CONTROLE FISCAL;1
9300890;RESIDENCE SIP;24
9309E15;SERVICE DE GESTION COMPTABLE ROSNY-SOUS-BOIS;32
9309E11;SERVICE DE GESTION COMPTABLE MONTREUIL;23
9307A;EMPLOIS DE RENFORT;
9304G02;2EME BRIGADE DEPART. VERIF. AUBERVILLIERS;5
930B145;DIVISION 6 MISSIONS DES CDL;1
