code_sages;libelle;lieu_id
770D140;DIVISION 1 RESSOURCES HUM ET FOR PRO;2
770F110;MISSION 1 MISSION RISQUES AUDIT;2
7700A56;DIVISION 6;1
7704B03;3EME BRIGADE DEPART. VERIF. MELUN;1
7704421;CENTRE DES IMPOTS FONCIER PROVINS;14
7707P42;CENTRE DES FINANCES PUBLIQUES NEMOURS 4 RUE DES TANNEURS;9
7700A;SERVICES DE DIRECTION;
77006;CIRCONSCRIPTION DES IMPOTS MONTEREAU-FAULT-YONNE;
7700A51;DIVISION 1;1
770F111;MISSION 2;2
7700E;STRUCTURES ORGANISATIONNELLES;
770D141;DIVISION 2 BUDGET IMMOBILIER LOGISTIQUE;2
77010;CIRCONSCRIPTION DES IMPOTS NOISIEL;
77012;CIRCONSCRIPTION DES IMPOTS SENART-LIEUSAINT;
770F114;MISSION 5 REFERENT DEP REL USAGERS;2
77001;CIRCONSCRIPTION DES IMPOTS COULOMMIERS;
77013;CIRCONSCRIPTION DES IMPOTS CHELLES;
7700390;RESIDENCE SIP;8
7700550;SERVICE IMPOTS PARTICULIERS MELUN;1
7709E;FILIERE GESTION PUBLIQUE;
770B143;DIVISION 4 PARTICULIERS ET AFF FONC;1
770C110;CONSEILLER DECIDEURS LOCAUX CONSEILLER DECIDEURS LOCAUX;2
7709E24;SERVICE DE GESTION COMPTABLE COULOMMIERS;11
7700535;POLE RECOUVREMENT SPECIALISE SEINE-ET-MARNE;1
7700901;SERVICE IMPOTS DES ENTREPRISES ROISSY-EN-BRIE;7
7704101;SERV DEPT IMPOTS FONCIERS MELUN;1
77041;CIRCONSCRIPTION FONCIERE MELUN;
7700851;SERVICE IMPOTS PARTICULIERS PROVINS;14
7704B02;2EME BRIGADE DEPART. VERIF. MELUN;1
7704P01;SERV PUBLIC FONC ENREGIST MELUN;1
7704R01;PCRP SENART;1
770D143;DIVISION 4;2
7700890;RESIDENCE SIP;14
7701390;RESIDENCE SIP;12
77005;CIRCONSCRIPTION DES IMPOTS MELUN;
7700590;RESIDENCE SIP;1
7707P40;CENTRE DES FINANCES PUBLIQUES SENART;1
770D142;DIVISION 3 STRATEGIE CONTROLE GESTION;2
7707B;EMPLOIS MOBILES;
7704221;CENTRE DES IMPOTS FONCIER COULOMMIERS;11
7700A53;DIVISION 3;1
7704B04;4EME BRIGADE DEPART. VERIF. MEAUX;4
770C180;CONSEILLER ENTR. EN DIFFICULTE;2
770C100;SCES DIR GESTION PUBLIQUE;2
7709E36;SERVICE DE GESTION COMPTABLE MEAUX;4
7704K;BRIGADES DEPART. CONTROLE FI;
7701090;RESIDENCE SIP;15
7701290;RESIDENCE SIP;16
770D1;POLE DU PILOTAGE ET RESSOURCES;2
770C140;DIVISION 1 COLL LOCALES ET EXP ECO;2
7709E28;SERVICE DE GESTION COMPTABLE CHELLES;12
770D112;SERVICE D'INFORMATION AUX AGENTS;17
77004;CIRCONSCRIPTION DES IMPOTS MEAUX;
77008;CIRCONSCRIPTION DES IMPOTS PROVINS;
7703A;EMPLOIS ORIGINE CSI;
7700500;SERVICE IMPOTS DES ENTREPRISES MELUN;1
7704P03;SERVICE DE PUBLICITE FONCIERE MELUN 2;1
7704B;BRIGADE DEPART. VERIFICATIONS;
7700A54;DIVISION 4;1
7709B;EMPLOIS MIS DISPOSITION DGCP;
7704590;RESIDENCE CDIF;4
7707P32;CENTRE DES FINANCES PUBLIQUES LAGNY 3 RUE DELAMBRE;8
7707P34;CENTRE DES FINANCES PUBLIQUES MONTEREAU 10 RUE THIBAULT;3
770B100;SCES DIR GESTION FISCALE;1
770F112;MISSION 3 COMMUNICATION;2
7709E23;SERVICE DE GESTION COMPTABLE PROVINS;14
7700C;STRUCTURES REFERENCEES AU RDS;
7704A;SERVICES NON RATTACHES CI IMP.;
7700A00;SERVICES DE LA DIRECTION MELUN;1
7707P39;CENTRE DES FINANCES PUBLIQUES NOISIEL COURS DES ROCHES;15
770B144;DIVISION 5 AFFAIRES JURIDIQUES;1
77042;CIRCONSCRIPTION FONCIERE COULOMMIERS;
7700T40;IDEP DE DIRECTION;1
7707P35;CENTRE DES FINANCES PUBLIQUES FONTAINEBLEAU;6
770B1;POLE DE LA GESTION FISCALE;1
7709E14;TRESORERIE SEINE-ET-MARNE AMENDES;18
7709E26;PAIERIE DEPARTEMENTALE SEINE-ET-MARNE;19
77009;CIRCONSCRIPTION DES IMPOTS ROISSY-EN-BRIE;
7707A;EMPLOIS DE RENFORT;
7700651;SERVICE IMPOTS PARTICULIERS MONTEREAU-FAULT-YONNE;3
7707E40;BRIGADE CONTROLE ET RECHERCHES;1
77002;CIRCONSCRIPTION DES IMPOTS FONTAINEBLEAU;
7707P;GROUPE DES IMMEUBLES;
7700T30;INSP. PRINCIPALE DE DIRECTION;1
7701051;SERVICE IMPOTS PARTICULIERS NOISIEL;20
7704K01;PCRP CONTROLE;1
7707P33;CENTRE DES FINANCES PUBLIQUES PROVINS 8 AVE ANDRE MALRAUX;14
770B142;DIVISION 3 CONTROLE FISCAL;1
770C171;SERVICE DES RECETTES NON FISCA POLE FISCALITE AMENAGEMENT;2
7704R02;PCRP MELUN;1
77043;CIRCONSCRIPTION FONCIERE FONTAINEBLEAU;
77044;CIRCONSCRIPTION FONCIERE PROVINS;
7700401;SERVICE IMPOTS DES ENTREPRISES MEAUX;4
7700451;SERVICE IMPOTS PARTICULIERS MEAUX;4
7700490;RESIDENCE SIP;4
7704P02;SERVICE DE PUBLICITE FONCIERE COULOMMIERS 1;11
7709E19;SERVICE DE GESTION COMPTABLE FONTAINEBLEAU;6
7709B01;MIS A DISPOSITION DGCP;2
7704P04;SERV PUBLIC FONC ENREGIST MEAUX;4
7707P37;CENTRE DES FINANCES PUBLIQUES ROISSY AVE DE MALIBRAN;7
