code_sages;libelle;lieu_id
7567P34;CENTRE DES FINANCES PUBLIQUES PARIS 18E 61 RUE E. CARRIERE;17
7570T30;INSP. PRINCIPALE DE DIRECTION;5
7570103;SERVICE IMPOTS DES ENTREPRISES PARIS 6E 7E;1
7570385;SERVICE IMPOTS PARTICULIERS PARIS 16E NORD;15
75704;CIRCONSCRIPTION DES IMPOTS PARIS 15E ARRT;11
755B1;POLE GESTION FISCALE NORD-EST;9
754C143;DIVISION 4 COMPTABILITE ETAT;6
754C242;DIVISION 3 SGC VPRIF - COMPTA;6
754C245;DIVISION 6 SECTEUR PUBLIC LOCAL;6
7549E01;DRFIP D'IDF ET DE PARIS;6
75502;CIRCONSCRIPTION DES IMPOTS PARIS 12E ARRT;
7554B;BRIGADE DEPART. VERIFICATIONS;
7567L;RELATIONS PUBLIQUES;
7577L;RELATIONS PUBLIQUES;
7580T;CADRES DE DIRECTION;
7547P31;CENTRE DES FINANCES PUBLIQUES PARIS 1ER RUE ST-HYACINTHE;18
7560150;SERVICE IMPOTS PARTICULIERS PARIS CENTRE;8
7570G10;SCE DIRECTION CHARGE FDL-AGRI PARIS OUEST;5
7577L04;RELATIONS PUBLIQUES PARIS 16E 146 AVE DE MALAKOFF;19
7584B02;2EME BRIGADE DEPART. VERIF. PARIS SUD;1
7560E11;POLE DE CONTROLE ET EXPERTISE PARIS 8E MADELEINE;9
7570E10;POLE DE CONTROLE ET EXPERTISE PARIS 6E-7E;1
7550T50;IDEP EXPERT;4
7584R04;PCRP BRIGADE PATRIMOINE REVENU 2;1
754C180;CONSEILLER ENTR. EN DIFFICULTE;6
7577L06;RELATIONS PUBLIQUES PARIS 15E RUE GENERAL BEURET;11
7554R;POLE CONTROLE REV.-PATRIMOINE;
7557E;SERVICES SPECIAUX INTERVENTION;
7557P;GROUPE DES IMMEUBLES;
7560C;STRUCTURES REFERENCEES AU RDS;
7577B;EMPLOIS MOBILES;
7554B04;4EME BRIGADE DEPART. VERIF. PARIS EST;7
7580A51;DIVISION 1;1
756B144;DIVISION 5 ANIMATION CF PARIS 3;9
758B346;DIVISION 7 CF SUPPORT;9
7564P;SERVICE DE PUBLICITE FONCIERE;
7550E10;POLE DE CONTROLE ET EXPERTISE PARIS 11E;7
7560E14;POLE DE CONTROLE ET EXPERTISE PARIS 17E;20
757F1;MISSIONS SUD-OUEST;6
754C241;DIVISION 2 SGC VPRIF - RECETTE;6
754D111;SERVICE RATTACHE 2 CENTRE DE SERVICES PARTAGES;6
7549E31;DRFIP D'IDF ET DE PARIS SGC VPRIF - REGION;6
7540T;CADRES DE DIRECTION;
7547P;GROUPE DES IMMEUBLES;
75501;CIRCONSCRIPTION DES IMPOTS PARIS 11E ARRT;
7570T;CADRES DE DIRECTION;
75801;CIRCONSCRIPTION DES IMPOTS PARIS 5E ARRT;
7587B;EMPLOIS MOBILES;
7557P31;CENTRE DES FINANCES PUBLIQUES PARIS 12E RUE DES MEUNIERS;16
7560A54;DIVISION 4;9
7564B11;11EME BRIGADE DEPART. VERIF. PARIS NORD;4
7570T40;IDEP DE DIRECTION;5
7580301;SERVICE IMPOTS DES ENTREPRISES PARIS 5E-13E;10
75405;CIRCONSCRIPTION DES IMPOTS PARIS 9E ARRT;
7554K;BRIGADES DEPART. CONTROLE FI;
7560T40;IDEP DE DIRECTION;9
7580200;SERVICE IMPOTS DES ENTREPRISES PARIS 6E-7E;1
7584B05;5EME BRIGADE DEPART. VERIF. PARIS SUD;1
7580T50;IDEP EXPERT;1
756F1;MISSIONS NORD-EST;9
754C100;SCES DIR GESTION PUBLIQUE ETAT SER DIR GEST PUBLIQUE;6
756B142;DIVISION 3 CONTENTIEUX DES PARTICULIERS;9
758B340;DIVISION 1 FISCALITE DES PARTICULIERS;1
758B342;DIVISION 3 POLE JURIDICT ADMINNISTRATIF;9
758B345;DIVISION 6 ANIMATION CF PARIS 2;1
7540352;SERVICE IMPOTS PARTICULIERS PARIS-CENTRE;8
7547A30;ECHELON DEPT RENFORT ET ASSIST;21
7547E40;BRIGADE CONTROLE ET RECHERCHES PARIS CENTRE;3
7557A30;ECHELON DEPT RENFORT ET ASSIST;4
7560A52;DIVISION 2;9
7567P32;CENTRE DES FINANCES PUBLIQUES PARIS 17E 6 BRD DE REIMS;20
7570153;SERVICE IMPOTS PARTICULIERS PARIS 5E-6E-7E;1
7580481;SERVICE IMPOTS PARTICULIERS PARIS 14E;22
7580E;STRUCTURES ORGANISATIONNELLES;
7584R02;PCRP PARIS 6E 13E;1
7584R05;PCRP BRIGADE PATRIMOINE REVENU 3;1
7564R04;PCRP BRIGADE PATRIMOINE REVENU 4;23
754C2;POLE GESTION PUBLIQUE SPL;6
754C240;DIVISION 1 SGC VPRIF - DEPENSE;6
754D148;DIVISION 9 CONTROLE DE GESTION;6
756B100;SCES DIR GESTION FISCALE DIRECTION GESTION FISCALE;9
7547E;SERVICES SPECIAUX INTERVENTION;
75602;CIRCONSCRIPTION DES IMPOTS PARIS 17E ARRT;
7570G;GROUPE RATTACHE SCES DIRECTION;
7587L;RELATIONS PUBLIQUES;
7540G10;SCE DIRECTION CHARGE FDL-AGRI PARIS CENTRE;24
7540T50;IDEP EXPERT;21
7554121;CENTRE DES IMPOTS FONCIER PARIS 1;7
7567A30;ECHELON DEPT RENFORT ET ASSIST;9
7570355;SERVICE IMPOTS PARTICULIERS PARIS 16E AUTEUIL;15
7580401;SERVICE IMPOTS DES ENTREPRISES PARIS 14E;22
7560E;STRUCTURES ORGANISATIONNELLES;
7570E16;POLE DE CONTROLE ET EXPERTISE PARTICULIERS PARIS 15EME;11
75804;CIRCONSCRIPTION DES IMPOTS PARIS 14E ARRT;
7540A51;DIVISION 1;21
7540A53;DIVISION 3;21
7544B15;15EME BRIGADE DEPART. VERIF. PARIS CENTRE;15
7550100;SERVICE IMPOTS DES ENTREPRISES PARIS 11E;7
7550301;SERVICE IMPOTS DES ENTREPRISES PARIS 19E;4
7567P33;CENTRE DES FINANCES PUBLIQUES PARIS 18E 4 RUE BOUCRY;25
7577P32;CENTRE DES FINANCES PUBLIQUES PARIS 15E 13-15 RUE GAL BEURET;11
7560E12;POLE DE CONTROLE ET EXPERTISE PARIS 8E ELYSEES;9
756B145;DIVISION 6 AFFAIRES PATRIMONIALES;9
757F110;MISSION 1 RELATION USAGERS;6
7564P61;SERVICE DEPTAL ENREGISTREMENT PARIS SAINT-LAZARE;9
754C200;SCES DIR GESTION PUBLIQUE SPL SER DIR GEST PUBLIQUE;6
7549E23;TRESORERIE PARIS AMENDES 1;26
7549E28;TRESORERIE CTRE D'ACTION SOCIALE DE PARIS;7
7540G;GROUPE RATTACHE SCES DIRECTION;
7557B;EMPLOIS MOBILES;
7567P;GROUPE DES IMMEUBLES;
7587E;SERVICES SPECIAUX INTERVENTION;
7540T40;IDEP DE DIRECTION;21
7554B07;7EME BRIGADE DEPART. VERIF. PARIS EST;4
7557L05;RELATIONS PUBLIQUES PARIS 20E 6 RUE PAGANINI;7
7580T30;INSP. PRINCIPALE DE DIRECTION;1
7550T;CADRES DE DIRECTION;
7560T;CADRES DE DIRECTION;
7564K;BRIGADES DEPART. CONTROLE FI;
7550A55;DIVISION 5;4
7550351;SERVICE IMPOTS PARTICULIERS PARIS 19E;4
7560100;SERVICE IMPOTS DES ENTREPRISES PARIS 8E ELYSEES;9
7564121;CENTRE DES IMPOTS FONCIER PARIS 1;7
7580A55;DIVISION 5;1
7587P33;CENTRE DES FINANCES PUBLIQUES PARIS 13E 101 RUE DE TOLBIAC;10
7574R02;PCRP PARIS 16E;15
7564R02;PCRP PARIS 8E/17E;23
758F1;MISSIONS SUD-OUEST;1
7557L;RELATIONS PUBLIQUES;
7560A;SERVICES DE DIRECTION;
7567A;EMPLOIS DE RENFORT;
7574B;BRIGADE DEPART. VERIFICATIONS;
7587P;GROUPE DES IMMEUBLES;
7580250;SERVICE IMPOTS PARTICULIERS PARIS 5E 6E 7E;1
7587E40;BRIGADE CONTROLE ET RECHERCHES SUD-OUEST;1
7587P34;CENTRE DES FINANCES PUBLIQUES PARIS 14E 29 RUE MOULIN VERT;22
754F1;MISSIONS;6
754B245;DIVISION 6 AFFAIRES FONCIERES;1
754C145;DIVISION 6 RECETTES NON FISCALES;6
7550E11;POLE DE CONTROLE ET EXPERTISE PARIS 12E;16
7550E12;POLE DE CONTROLE ET EXPERTISE PARIS 18E-19E;4
7567P39;CENTRE DES FINANCES PUBLIQUES PARIS 8E 5 RUE DE LONDRES;9
7580E12;POLE DE CONTROLE ET EXPERTISE PARIS 5E-13E-14E;22
754F113;MISSION 4 MISSION DEPARTEMENTALE AUDIT;4
7547B;EMPLOIS MOBILES;
75741;CIRCONSCRIPTION FONCIERE PARIS OUEST;
7580A;SERVICES DE DIRECTION;
7540A00;SERVICES DE LA DIRECTION PARIS CENTRE;6
7540601;SERVICE IMPOTS DES ENTREPRISES PARIS 10E;13
7544B09;9EME BRIGADE DEPART. VERIF. PARIS-CENTRE;15
7554B09;9EME BRIGADE DEPART. VERIF. PARIS EST;7
7557E40;BRIGADE CONTROLE ET RECHERCHES PARIS EST;7
7564B05;5EME BRIGADE DEPART. VERIF. PARIS NORD;4
7584K02;2EME BRIGADE DEPT CONTROLE FI PARIS-SUD;1
7584B;BRIGADE DEPART. VERIFICATIONS;
7544K01;BRIGADE CONTROLE FI 3;3
7560135;POLE RECOUVREMENT SPECIALISE PARISIEN 1;9
7560203;SERVICE IMPOTS DES ENTREPRISES PARIS 17E;20
7560355;SERVICE IMPOTS PARTICULIERS PARIS 18E;17
7564B07;7EME BRIGADE DEPART. VERIF. PARIS NORD;4
7577P34;CENTRE DES FINANCES PUBLIQUES PARIS 16E 146 AVE MALAKOFF;19
7574R03;PCRP PARIS 16E DAUPHINE;15
7554R01;PCRP PARIS 11E 12E;15
754B2;POLE GESTION FISCALE CENTRE;21
754B212;SERVICE RATTACHE 3 SERV CTX APPEL DECONCENTRE;9
754F115;MISSION 6 CONTROLE BUDGETAIRE REGIONAL;6
756F110;MISSION 1 PROGRAMMATION;9
758B341;DIVISION 2 FISCALITE DES PROFESSIONNELS;1
7580235;POLE RECOUVREMENT SPECIALISE PARISIEN 2;10
75803;CIRCONSCRIPTION DES IMPOTS PARIS 13E ARRT;
7540102;SERVICE IMPOTS DES ENTREPRISES PARIS 1E-2E;8
7547P41;CENTRE DES FINANCES PUBLIQUES PARIS 10E CITE PARADIS;13
7557P63;IMMEUBLE PARIS 19EME 17 PLACE ARGONNE;4
7570A55;DIVISION 5;5
7580A54;DIVISION 4;1
754C246;DIVISION 7 SFACT VDP;
7549E30;DRFIP D'IDF ET DE PARIS SGC VPRIF - VILLE;6
7584K05;BRIGADE CONTROLE FI 4;1
754C244;DIVISION 5 ANIMATION RESEAU ET FDL;6
754D100;SCES DIR PILOTAGE-RESSOURCES SERV DIR PIL RESS;6
755B140;DIVISION 1;4
7550E;STRUCTURES ORGANISATIONNELLES;
7540E13;POLE DE CONTROLE ET EXPERTISE PARIS 9E-10E;3
7547P42;CENTRE DES FINANCES PUBLIQUES PARIS 2E REAUMUR;6
7554R02;PCRP PARIS 18E 19E 20E;7
7577P;GROUPE DES IMMEUBLES;
7540651;SERVICE IMPOTS PARTICULIERS PARIS 9E-10E;13
7550A00;SERVICES DE LA DIRECTION PARIS EST;4
7550T40;IDEP DE DIRECTION;4
7550451;SERVICE IMPOTS PARTICULIERS PARIS 20E;7
7570400;SERVICE IMPOTS DES ENTREPRISES PARIS 15E;11
7570450;SERVICE IMPOTS PARTICULIERS PARIS 15E EST;11
7574B08;8EME BRIGADE DEPART. VERIF. PARIS OUEST;15
7584K04;BRIGADE CONTROLE FI 2;1
7544R;POLE CONTROLE REV.-PATRIMOINE;
7544R01;PCRP PARIS CENTRE;3
7547L06;RELATIONS PUBLIQUES PARIS 10E CITE PARADIS;13
7550A56;DIVISION 6;4
7557L01;RELATIONS PUBLIQUES PARIS 11E 39-41 RUE CAVAIGNAC;27
7564B10;10EME BRIGADE DEPART. VERIF. PARIS NORD;4
7577L01;RELATIONS PUBLIQUES PARIS 7E 9 PLACE ST SULPICE;1
7580G10;SCE DIRECTION CHARGE FDL-AGRI PARIS SUD;1
7580T40;IDEP DE DIRECTION;1
755B100;SCES DIR GESTION FISCALE;4
755F110;MISSION 1 MISSION TRAITEMENT DONNEE;6
7549E24;TRESORERIE PARIS AMENDES 2E DIVISION;26
75406;CIRCONSCRIPTION DES IMPOTS PARIS 10E ARRT;
7557A;EMPLOIS DE RENFORT;
7584K;BRIGADES DEPART. CONTROLE FI;
7547L07;RELATIONS PUBLIQUES PARIS 6, RUE ST-HYACINTHE;18
7550A54;DIVISION 4;4
7550154;SERVICE IMPOTS PARTICULIERS PARIS 11E;7
7550201;SERVICE IMPOTS DES ENTREPRISES PARIS 12E;16
7554B03;3EME BRIGADE DEPART. VERIF. PARIS EST;7
7560A51;DIVISION 1;9
7560305;SERVICE IMPOTS DES ENTREPRISES PARIS 18E;4
7570A54;DIVISION 4;5
7574K03;BRIGADE PATRIMOINE REVENU 1;1
7584B06;6EME BRIGADE DEPART. VERIF. PARIS SUD;15
7584P61;SERVICE DEPTAL ENREGISTREMENT PARIS SAINT-SULPICE;1
7580E11;POLE DE CONTROLE ET EXPERTISE PARIS 6E-7E;1
754B246;DIVISION 7 POLE JURIDICT JUDICIAIRE;9
755B110;SERVICE RATTACHE 1;4
756B140;DIVISION 1 FISCALITE DES PARTICULIERS;28
7549E26;TRESORERIE PARIS CTRES HOSPITALIERS SPEC.;29
754D149;DIVISION 10 POLE NATIONAL SOUTIEN RESEAU;7
756B110;SERVICE RATTACHE 1;9
757B340;DIVISION 1;6
7549E34;RECETTE GENERALE DES FINANCES SGC VPRIF PREFECTURE DE POLICE;6
7560G;GROUPE RATTACHE SCES DIRECTION;
75603;CIRCONSCRIPTION DES IMPOTS PARIS 18E ARRT;
7577A;EMPLOIS DE RENFORT;
75841;CIRCONSCRIPTION FONCIERE PARIS SUD;
7547P64;IMMEUBLE PARIS 2E 11, RUE DE LA BANQUE;21
7574K01;BRIGADE CONTROLE FI 1;1
7584121;CENTRE DES IMPOTS FONCIER PARIS 2;7
7580234;POLE RECOUVREMENT SPECIALISE DNVSF;3
7564R;POLE CONTROLE REV.-PATRIMOINE;
7560E10;POLE DE CONTROLE ET EXPERTISE PARIS 8E CHAMPS-ELYSEES;9
7560T50;IDEP EXPERT;9
754B244;DIVISION 5 MISSIONS SPECIFIQUES;7
754C140;DIVISION 1 DEPENSES ETAT;6
754D141;CELLULE AGIL ECORESPONSABILITE;6
754D147;DIVISION 8 PILOTAGE;6
75401;CIRCONSCRIPTION DES IMPOTS PARIS 1E ARRT;
75404;CIRCONSCRIPTION DES IMPOTS PARIS 4E ARRT;
75601;CIRCONSCRIPTION DES IMPOTS PARIS 8E ARRT;
75641;CIRCONSCRIPTION FONCIERE PARIS NORD;
7540A52;DIVISION 2;21
7547P33;CENTRE DES FINANCES PUBLIQUES PARIS 3E RUE MICHEL LE COMTE;30
7554K01;PCRP 18EME-19EME-20EME;7
7560251;SERVICE IMPOTS PARTICULIERS PARIS 17E;20
7580381;SERVICE IMPOTS PARTICULIERS PARIS 13E;10
7584R03;PCRP BRIGADE PATRIMOINE REVENU 1;1
754B200;SCES DIR GESTION FISCALE DIRECTION GESTION FISCALE;21
754B210;SERVICE RATTACHE 1;21
754C141;DIVISION 2 PAYE;6
754C147;DIVISION 8 AFFAIRES ET ETUDES ECO;6
754F110;DIVISION CABINET DIRECTEUR;6
758F110;MISSION 1;1
7540E12;POLE DE CONTROLE ET EXPERTISE PARIS 4E;8
75441;CIRCONSCRIPTION FONCIERE PARIS CENTRE;
7564B;BRIGADE DEPART. VERIFICATIONS;
7580G;GROUPE RATTACHE SCES DIRECTION;
75802;CIRCONSCRIPTION DES IMPOTS PARIS 6E ARRT;
7550A51;DIVISION 1;4
7570A53;DIVISION 3;5
7574K02;BRIGADE CONTROLE FI 2;1
7574R05;PCRP PARIS 15E;11
754B240;DIVISION 1 AMENDES;1
754C210;SERVICE RATTACHE 1 SERVICE RATTACHE;6
754D112;SERVICE RATTACHE 3 MISSION ACCOMPAGNEMENT CADRES;6
754D142;DIVISION 3 RH GRANDES CAMPAGNES;6
757B300;SCES DIR GESTION FISCALE;6
7574R;POLE CONTROLE REV.-PATRIMOINE;
7584R;POLE CONTROLE REV.-PATRIMOINE;
7544P61;SERVICE DEPTAL ENREGISTREMENT PARIS SAINT-HYACINTHE;3
7540A;SERVICES DE DIRECTION;
7547L;RELATIONS PUBLIQUES;
75504;CIRCONSCRIPTION DES IMPOTS PARIS 20E ARRT;
75701;CIRCONSCRIPTION DES IMPOTS PARIS 7E ARRT;
7540A55;DIVISION 5;21
7540A56;DIVISION 6;21
7554B05;5EME BRIGADE DEPART. VERIF. PARIS EST;7
7557L04;RELATIONS PUBLIQUES PARIS 19E 17 PCE DE L'ARGONNE;4
7560A53;DIVISION 3;9
7560A55;DIVISION 5;9
7570A52;DIVISION 2;5
7577P33;CENTRE DES FINANCES PUBLIQUES PARIS 16E RUE GEORGE SAND;15
7580A00;SERVICES DE LA DIRECTION PARIS SUD;1
7584K03;BRIGADE CONTROLE FI 1;1
754C1;POLE GESTION PUBLIQUE ETAT;6
754B242;DIVISION 3 CONTENTIEUX PROFESSIONNELS 1;9
754C247;DIVISION 8 CENTRES HOSPITALIERS;6
754D145;DIVISION IMMOBILIER;8
756B141;DIVISION 2 FISCALITE PROFESSIONNELS;28
7540E11;POLE DE CONTROLE ET EXPERTISE PARIS 10EME;3
7547A;EMPLOIS DE RENFORT;
7570A;SERVICES DE DIRECTION;
7544B04;4EME BRIGADE DEPART. VERIF. PARIS-CENTRE;4
7557P61;IMMEUBLE PARIS 11E 39-41 RUE CAVAIGNAC;27
7570302;SERVICE IMPOTS DES ENTREPRISES PARIS 16E;23
7560A57;DIVISION 7;9
7550E13;POLE DE CONTROLE ET EXPERTISE PARIS 20E;7
7560E15;POLE DE CONTROLE ET EXPERTISE PARIS 17EME PLAINE MONCEAU;20
7544K;BRIGADES DEPART. CONTROLE FI;
7540A54;DIVISION 4;21
7544B01;1ERE BRIGADE DEPART. VERIF. PARIS-CENTRE;15
7544B07;7EME BRIGADE DEPART. VERIF. PARIS-CENTRE;15
7547L04;RELATIONS PUBLIQUES PARIS 2E 9 RUE D'UZES;3
7557P64;IMMEUBLE PARIS 20EME 6 RUE PAGANINI;7
7570A56;DIVISION 6;5
7574B01;1ERE BRIGADE DEPART. VERIF. PARIS OUEST;1
7577E40;BRIGADE CONTROLE ET RECHERCHES SUD-OUEST;1
756B1;POLE GESTION FISCALE NORD-EST;9
757B3;POLE GESTION FISCALE SUD-OUEST;1
754B243;DIVISION 4 ANIMATION CF PARIS 1;31
754C148;DIVISION 9 SERVICE LOCAL DOMAINE PARIS;6
757B310;SERVICE RATTACHE 1;6
754C146;DIVISION 7 MISSION REG. CONSEIL DECID. PU;6
758B300;SCES DIR GESTION FISCALE DIRECTION GESTION FISCALE;1
758B344;DIVISION 5 AFFAIRES PATRIMONIALES;9
7540E;STRUCTURES ORGANISATIONNELLES;
7570E;STRUCTURES ORGANISATIONNELLES;
7570E14;POLE DE CONTROLE ET EXPERTISE PARIS 16E;23
7550A;SERVICES DE DIRECTION;
75703;CIRCONSCRIPTION DES IMPOTS PARIS 16E ARRT;
7550G10;SCE DIRECTION CHARGE FDL-AGRI PARIS EST;4
7554B02;2EME BRIGADE DEPART. VERIF. PARIS EST;7
7557L02;RELATIONS PUBLIQUES PARIS 12E RUE DES MEUNIERS;16
7560G10;SCE DIRECTION CHARGE FDL-AGRI PARIS NORD;9
7564B08;8EME BRIGADE DEPART. VERIF. PARIS NORD;4
7574B09;9EME BRIGADE DEPART. VERIF. PARIS OUEST;15
7587A30;ECHELON DEPT RENFORT ET ASSIST;1
7584R01;PCRP PARIS 5E 14E;22
7564R05;PCRP BRIGADE PATRIMOINE REVENU 5;23
75402;CIRCONSCRIPTION DES IMPOTS PARIS 2E ARRT;
75503;CIRCONSCRIPTION DES IMPOTS PARIS 19E ARRT;
7574K;BRIGADES DEPART. CONTROLE FI;
7540T30;INSP. PRINCIPALE DE DIRECTION;21
7544121;CENTRE DES IMPOTS FONCIER PARIS 2;7
7550401;SERVICE IMPOTS DES ENTREPRISES PARIS 20E;7
7577A30;ECHELON DEPT RENFORT ET ASSIST;5
7570E13;POLE DE CONTROLE ET EXPERTISE PARIS 16E AUTEUIL;19
7560E13;POLE DE CONTROLE ET EXPERTISE PARIS 18E-19E;4
755F1;MISSIONS NORD-EST;4
758B3;POLE GESTION FISCALE SUD-OUEST;1
754C144;DIVISION 5 SERVICES FINANCIERS;6
758B343;DIVISION 4 CONTENTIEUX PROFESSIONNELS 1;1
7564R03;PCRP PARIS 18E 19E 20E;4
7544P;SERVICE DE PUBLICITE FONCIERE;
7540635;POLE RECOUVREMENT SPECIALISE PARISIEN 2;10
7540E10;POLE DE CONTROLE ET EXPERTISE PARIS 1ER-2E;8
7567E;SERVICES SPECIAUX INTERVENTION;
7540302;SERVICE IMPOTS DES ENTREPRISES PARIS 3E-4E;8
7544B11;11EME BRIGADE DEPART. VERIF. PARIS CENTRE;15
7550A52;DIVISION 2;4
7560A56;DIVISION 6;9
7564B04;4EME BRIGADE DEPART. VERIF. PARIS NORD;4
7564B06;6EME BRIGADE DEPART. VERIF. PARIS NORD;4
7574B12;12EME BRIGADE DEPART. VERIF. PARIS OUEST;15
7574121;CENTRE DES IMPOTS FONCIER PARIS 2;7
7577L03;RELATIONS PUBLIQUES PARIS 16E RUE GEORGE SAND;15
754D1;POLE PILOTAGE ET RESSOURCES;6
754D144;DIVISION BUDGET/MARCHES;8
754C110;SERVICE RATTACHE 1;6
756B143;DIVISION 4 CONTENTIEUX PROFESSIONNELS 2;9
7549E25;TRESORERIE PARIS AMENDES-1;26
7570E15;POLE DE CONTROLE ET EXPERTISE PARTICULIERS PARIS 7EME;1
7550G;GROUPE RATTACHE SCES DIRECTION;
7584H;VERIFICATIONS DE COMPTA ET ASS;
7544B06;6EME BRIGADE DEPART. VERIF. PARIS-CENTRE;15
7550A53;DIVISION 3;4
7567E40;BRIGADE CONTROLE ET RECHERCHES PARIS NORD;4
7580A52;DIVISION 2;1
7580A56;DIVISION 6;1
7587P32;CENTRE DES FINANCES PUBLIQUES PARIS 6E 9 PCE ST-SULPICE;1
